rs1: 23, re1: 72, rs2: 23, re2: 72
rs1: 62, re1: 96, rs2: 50, re2: 96
rs1: 16, re1: 41, rs2: 15, re2: 41
rs1: 4, re1: 94, rs2: 5, re2: 94
rs1: 81, re1: 86, rs2: 82, re2: 86
rs1: 21, re1: 23, rs2: 21, re2: 24
rs1: 88, re1: 88, rs2: 18, re2: 88
rs1: 4, re1: 46, rs2: 5, re2: 46
rs1: 54, re1: 82, rs2: 53, re2: 92
rs1: 19, re1: 94, rs2: 36, re2: 94
rs1: 56, re1: 77, rs2: 56, re2: 57
rs1: 35, re1: 89, rs2: 35, re2: 99
rs1: 85, re1: 89, rs2: 87, re2: 89
rs1: 19, re1: 81, rs2: 18, re2: 95
rs1: 7, re1: 98, rs2: 6, re2: 99
rs1: 4, re1: 89, rs2: 4, re2: 5
rs1: 25, re1: 93, rs2: 58, re2: 74
rs1: 17, re1: 62, rs2: 17, re2: 62
rs1: 66, re1: 86, rs2: 84, re2: 85
rs1: 2, re1: 46, rs2: 46, re2: 46
rs1: 9, re1: 60, rs2: 6, re2: 61
rs1: 71, re1: 71, rs2: 56, re2: 71
rs1: 57, re1: 58, rs2: 27, re2: 58
rs1: 85, re1: 85, rs2: 85, re2: 85
rs1: 1, re1: 96, rs2: 30, re2: 96
rs1: 56, re1: 73, rs2: 57, re2: 72
rs1: 7, re1: 92, rs2: 7, re2: 8
rs1: 3, re1: 98, rs2: 3, re2: 97
rs1: 85, re1: 85, rs2: 1, re2: 85
rs1: 16, re1: 98, rs2: 17, re2: 40
rs1: 13, re1: 95, rs2: 12, re2: 95
rs1: 18, re1: 27, rs2: 7, re2: 28
rs1: 27, re1: 52, rs2: 27, re2: 51
rs1: 23, re1: 71, rs2: 22, re2: 72
rs1: 12, re1: 41, rs2: 37, re2: 40
rs1: 69, re1: 87, rs2: 69, re2: 92
rs1: 62, re1: 73, rs2: 61, re2: 74
rs1: 23, re1: 77, rs2: 23, re2: 27
rs1: 1, re1: 98, rs2: 2, re2: 45
rs1: 6, re1: 98, rs2: 6, re2: 90
rs1: 11, re1: 14, rs2: 11, re2: 17
rs1: 75, re1: 75, rs2: 44, re2: 75
rs1: 53, re1: 54, rs2: 53, re2: 55
rs1: 11, re1: 97, rs2: 97, re2: 97
rs1: 14, re1: 96, rs2: 15, re2: 46
rs1: 38, re1: 41, rs2: 20, re2: 42
rs1: 21, re1: 62, rs2: 8, re2: 69
rs1: 87, re1: 98, rs2: 88, re2: 96
rs1: 10, re1: 65, rs2: 65, re2: 65
rs1: 7, re1: 86, rs2: 8, re2: 73
rs1: 52, re1: 73, rs2: 52, re2: 74
rs1: 8, re1: 90, rs2: 8, re2: 9
rs1: 36, re1: 82, rs2: 36, re2: 83
rs1: 30, re1: 99, rs2: 36, re2: 99
rs1: 57, re1: 57, rs2: 30, re2: 57
rs1: 16, re1: 98, rs2: 4, re2: 98
rs1: 45, re1: 53, rs2: 44, re2: 81
rs1: 83, re1: 83, rs2: 69, re2: 83
rs1: 14, re1: 46, rs2: 4, re2: 47
rs1: 5, re1: 82, rs2: 6, re2: 37
rs1: 10, re1: 11, rs2: 10, re2: 74
rs1: 19, re1: 70, rs2: 19, re2: 69
rs1: 72, re1: 73, rs2: 72, re2: 80
rs1: 79, re1: 97, rs2: 80, re2: 95
rs1: 67, re1: 76, rs2: 67, re2: 68
rs1: 19, re1: 43, rs2: 30, re2: 32
rs1: 73, re1: 74, rs2: 49, re2: 74
rs1: 68, re1: 69, rs2: 68, re2: 74
rs1: 98, re1: 99, rs2: 99, re2: 99
rs1: 23, re1: 60, rs2: 23, re2: 98
rs1: 5, re1: 6, rs2: 5, re2: 14
rs1: 38, re1: 42, rs2: 37, re2: 55
rs1: 2, re1: 5, rs2: 3, re2: 5
rs1: 4, re1: 35, rs2: 3, re2: 88
rs1: 20, re1: 94, rs2: 94, re2: 94
rs1: 11, re1: 47, rs2: 22, re2: 47
rs1: 4, re1: 95, rs2: 4, re2: 96
rs1: 1, re1: 4, rs2: 1, re2: 84
rs1: 38, re1: 81, rs2: 38, re2: 71
rs1: 9, re1: 10, rs2: 9, re2: 90
rs1: 66, re1: 99, rs2: 1, re2: 99
rs1: 4, re1: 71, rs2: 60, re2: 69
rs1: 20, re1: 43, rs2: 20, re2: 42
rs1: 33, re1: 99, rs2: 33, re2: 55
rs1: 57, re1: 98, rs2: 58, re2: 79
rs1: 39, re1: 97, rs2: 96, re2: 96
rs1: 14, re1: 74, rs2: 15, re2: 15
rs1: 10, re1: 33, rs2: 10, re2: 11
rs1: 1, re1: 99, rs2: 2, re2: 99
rs1: 83, re1: 83, rs2: 12, re2: 83
rs1: 65, re1: 84, rs2: 64, re2: 98
rs1: 37, re1: 37, rs2: 33, re2: 37
rs1: 75, re1: 92, rs2: 3, re2: 92
rs1: 3, re1: 95, rs2: 3, re2: 96
rs1: 75, re1: 76, rs2: 68, re2: 76
rs1: 28, re1: 65, rs2: 27, re2: 72
rs1: 40, re1: 98, rs2: 34, re2: 98
rs1: 20, re1: 93, rs2: 20, re2: 92
rs1: 15, re1: 91, rs2: 14, re2: 92
rs1: 15, re1: 82, rs2: 15, re2: 89
rs1: 6, re1: 94, rs2: 6, re2: 96
rs1: 3, re1: 91, rs2: 4, re2: 90
rs1: 47, re1: 72, rs2: 71, re2: 72
rs1: 7, re1: 52, rs2: 8, re2: 45
rs1: 97, re1: 98, rs2: 14, re2: 98
rs1: 2, re1: 91, rs2: 3, re2: 49
rs1: 11, re1: 75, rs2: 13, re2: 74
rs1: 35, re1: 79, rs2: 36, re2: 70
rs1: 24, re1: 79, rs2: 23, re2: 79
rs1: 3, re1: 83, rs2: 2, re2: 99
rs1: 44, re1: 44, rs2: 23, re2: 44
rs1: 76, re1: 82, rs2: 75, re2: 98
rs1: 1, re1: 98, rs2: 6, re2: 69
rs1: 67, re1: 79, rs2: 66, re2: 79
rs1: 8, re1: 68, rs2: 8, re2: 85
rs1: 30, re1: 97, rs2: 30, re2: 97
rs1: 51, re1: 93, rs2: 44, re2: 95
rs1: 4, re1: 68, rs2: 2, re2: 86
rs1: 5, re1: 19, rs2: 9, re2: 19
rs1: 8, re1: 63, rs2: 27, re2: 62
rs1: 1, re1: 99, rs2: 1, re2: 99
rs1: 28, re1: 57, rs2: 28, re2: 58
rs1: 1, re1: 11, rs2: 3, re2: 11
rs1: 9, re1: 99, rs2: 10, re2: 97
rs1: 41, re1: 41, rs2: 41, re2: 46
rs1: 5, re1: 83, rs2: 14, re2: 70
rs1: 15, re1: 96, rs2: 96, re2: 96
rs1: 2, re1: 77, rs2: 1, re2: 98
rs1: 18, re1: 47, rs2: 17, re2: 94
rs1: 7, re1: 26, rs2: 7, re2: 27
rs1: 14, re1: 41, rs2: 15, re2: 41
rs1: 17, re1: 66, rs2: 35, re2: 65
rs1: 10, re1: 71, rs2: 6, re2: 71
rs1: 23, re1: 96, rs2: 26, re2: 74
rs1: 41, re1: 99, rs2: 41, re2: 71
rs1: 81, re1: 86, rs2: 86, re2: 86
rs1: 26, re1: 37, rs2: 32, re2: 37
rs1: 5, re1: 95, rs2: 1, re2: 97
rs1: 43, re1: 43, rs2: 42, re2: 64
rs1: 20, re1: 91, rs2: 21, re2: 60
rs1: 35, re1: 50, rs2: 35, re2: 66
rs1: 32, re1: 70, rs2: 32, re2: 71
rs1: 12, re1: 85, rs2: 13, re2: 82
rs1: 1, re1: 74, rs2: 5, re2: 73
rs1: 51, re1: 83, rs2: 51, re2: 82
rs1: 1, re1: 98, rs2: 1, re2: 2
rs1: 42, re1: 77, rs2: 28, re2: 99
rs1: 20, re1: 67, rs2: 20, re2: 22
rs1: 33, re1: 45, rs2: 33, re2: 44
rs1: 7, re1: 7, rs2: 7, re2: 83
rs1: 71, re1: 72, rs2: 71, re2: 91
rs1: 37, re1: 63, rs2: 61, re2: 63
rs1: 57, re1: 86, rs2: 19, re2: 87
rs1: 18, re1: 84, rs2: 17, re2: 98
rs1: 29, re1: 43, rs2: 29, re2: 42
rs1: 52, re1: 82, rs2: 77, re2: 81
rs1: 57, re1: 78, rs2: 9, re2: 84
rs1: 1, re1: 90, rs2: 40, re2: 90
rs1: 1, re1: 99, rs2: 3, re2: 98
rs1: 18, re1: 72, rs2: 31, re2: 72
rs1: 1, re1: 43, rs2: 1, re2: 47
rs1: 16, re1: 93, rs2: 17, re2: 93
rs1: 64, re1: 80, rs2: 65, re2: 66
rs1: 26, re1: 82, rs2: 26, re2: 27
rs1: 43, re1: 93, rs2: 43, re2: 52
rs1: 14, re1: 31, rs2: 13, re2: 31
rs1: 31, re1: 77, rs2: 12, re2: 77
rs1: 1, re1: 99, rs2: 2, re2: 99
rs1: 6, re1: 77, rs2: 7, re2: 56
rs1: 57, re1: 67, rs2: 56, re2: 67
rs1: 7, re1: 20, rs2: 8, re2: 20
rs1: 3, re1: 60, rs2: 3, re2: 51
rs1: 96, re1: 96, rs2: 65, re2: 98
rs1: 3, re1: 81, rs2: 3, re2: 80
rs1: 36, re1: 84, rs2: 37, re2: 83
rs1: 52, re1: 53, rs2: 52, re2: 76
rs1: 6, re1: 48, rs2: 7, re2: 48
rs1: 26, re1: 27, rs2: 26, re2: 26
rs1: 24, re1: 93, rs2: 24, re2: 92
rs1: 13, re1: 56, rs2: 13, re2: 56
rs1: 2, re1: 3, rs2: 2, re2: 2
rs1: 34, re1: 98, rs2: 34, re2: 96
rs1: 70, re1: 98, rs2: 71, re2: 83
rs1: 4, re1: 62, rs2: 13, re2: 61
rs1: 95, re1: 95, rs2: 9, re2: 95
rs1: 31, re1: 52, rs2: 31, re2: 32
rs1: 91, re1: 95, rs2: 95, re2: 95
rs1: 44, re1: 91, rs2: 44, re2: 45
rs1: 10, re1: 60, rs2: 9, re2: 83
rs1: 17, re1: 92, rs2: 44, re2: 92
rs1: 14, re1: 16, rs2: 13, re2: 73
rs1: 33, re1: 54, rs2: 50, re2: 54
rs1: 50, re1: 70, rs2: 70, re2: 70
rs1: 20, re1: 38, rs2: 21, re2: 37
rs1: 2, re1: 31, rs2: 3, re2: 21
rs1: 16, re1: 81, rs2: 6, re2: 81
rs1: 6, re1: 42, rs2: 41, re2: 42
rs1: 45, re1: 61, rs2: 45, re2: 60
rs1: 12, re1: 53, rs2: 12, re2: 52
rs1: 11, re1: 99, rs2: 11, re2: 94
rs1: 13, re1: 25, rs2: 12, re2: 93
rs1: 16, re1: 70, rs2: 16, re2: 17
rs1: 56, re1: 94, rs2: 14, re2: 95
rs1: 30, re1: 34, rs2: 31, re2: 31
rs1: 7, re1: 62, rs2: 7, re2: 63
rs1: 49, re1: 49, rs2: 49, re2: 83
rs1: 6, re1: 95, rs2: 6, re2: 95
rs1: 58, re1: 58, rs2: 58, re2: 70
rs1: 64, re1: 98, rs2: 63, re2: 98
rs1: 31, re1: 37, rs2: 3, re2: 38
rs1: 98, re1: 98, rs2: 97, re2: 99
rs1: 39, re1: 81, rs2: 38, re2: 81
rs1: 55, re1: 75, rs2: 28, re2: 76
rs1: 57, re1: 98, rs2: 67, re2: 95
rs1: 1, re1: 99, rs2: 1, re2: 99
rs1: 59, re1: 72, rs2: 62, re2: 63
rs1: 8, re1: 14, rs2: 7, re2: 15
rs1: 4, re1: 36, rs2: 13, re2: 36
rs1: 45, re1: 99, rs2: 64, re2: 98
rs1: 26, re1: 89, rs2: 35, re2: 69
rs1: 34, re1: 35, rs2: 34, re2: 34
rs1: 1, re1: 90, rs2: 5, re2: 89
rs1: 17, re1: 39, rs2: 34, re2: 38
rs1: 37, re1: 85, rs2: 37, re2: 85
rs1: 39, re1: 99, rs2: 39, re2: 39
rs1: 9, re1: 98, rs2: 11, re2: 98
rs1: 6, re1: 94, rs2: 7, re2: 80
rs1: 12, re1: 55, rs2: 13, re2: 54
rs1: 44, re1: 62, rs2: 44, re2: 61
rs1: 41, re1: 97, rs2: 91, re2: 97
rs1: 55, re1: 92, rs2: 55, re2: 91
rs1: 63, re1: 91, rs2: 63, re2: 94
rs1: 19, re1: 67, rs2: 5, re2: 93
rs1: 13, re1: 84, rs2: 83, re2: 84
rs1: 1, re1: 99, rs2: 2, re2: 98
rs1: 51, re1: 78, rs2: 51, re2: 77
rs1: 2, re1: 78, rs2: 7, re2: 78
rs1: 35, re1: 65, rs2: 41, re2: 62
rs1: 5, re1: 77, rs2: 24, re2: 76
rs1: 53, re1: 89, rs2: 85, re2: 89
rs1: 30, re1: 63, rs2: 30, re2: 64
rs1: 21, re1: 93, rs2: 21, re2: 94
rs1: 7, re1: 63, rs2: 5, re2: 63
rs1: 63, re1: 80, rs2: 63, re2: 93
rs1: 97, re1: 98, rs2: 14, re2: 98
rs1: 14, re1: 74, rs2: 74, re2: 74
rs1: 12, re1: 78, rs2: 12, re2: 79
rs1: 51, re1: 60, rs2: 51, re2: 85
rs1: 49, re1: 70, rs2: 50, re2: 70
rs1: 41, re1: 72, rs2: 72, re2: 72
rs1: 41, re1: 56, rs2: 40, re2: 64
rs1: 10, re1: 63, rs2: 11, re2: 11
rs1: 70, re1: 84, rs2: 36, re2: 85
rs1: 19, re1: 86, rs2: 21, re2: 85
rs1: 7, re1: 55, rs2: 55, re2: 55
rs1: 15, re1: 15, rs2: 15, re2: 87
rs1: 50, re1: 89, rs2: 49, re2: 98
rs1: 56, re1: 99, rs2: 56, re2: 99
rs1: 3, re1: 94, rs2: 38, re2: 93
rs1: 83, re1: 88, rs2: 82, re2: 89
rs1: 51, re1: 93, rs2: 2, re2: 93
rs1: 2, re1: 63, rs2: 2, re2: 80
rs1: 4, re1: 96, rs2: 24, re2: 96
rs1: 37, re1: 62, rs2: 37, re2: 62
rs1: 11, re1: 98, rs2: 11, re2: 99
rs1: 71, re1: 96, rs2: 33, re2: 98
rs1: 22, re1: 35, rs2: 33, re2: 35
rs1: 12, re1: 95, rs2: 12, re2: 44
rs1: 2, re1: 48, rs2: 31, re2: 47
rs1: 13, re1: 83, rs2: 13, re2: 32
rs1: 20, re1: 52, rs2: 20, re2: 49
rs1: 9, re1: 92, rs2: 9, re2: 92
rs1: 2, re1: 64, rs2: 9, re2: 57
rs1: 18, re1: 84, rs2: 9, re2: 85
rs1: 11, re1: 27, rs2: 18, re2: 18
rs1: 35, re1: 44, rs2: 35, re2: 66
rs1: 22, re1: 22, rs2: 21, re2: 91
rs1: 30, re1: 90, rs2: 30, re2: 91
rs1: 4, re1: 42, rs2: 3, re2: 43
rs1: 11, re1: 84, rs2: 8, re2: 99
rs1: 66, re1: 71, rs2: 70, re2: 71
rs1: 29, re1: 54, rs2: 54, re2: 54
rs1: 89, re1: 89, rs2: 3, re2: 89
rs1: 20, re1: 52, rs2: 19, re2: 59
rs1: 44, re1: 89, rs2: 43, re2: 94
rs1: 5, re1: 46, rs2: 5, re2: 48
rs1: 62, re1: 79, rs2: 62, re2: 89
rs1: 1, re1: 99, rs2: 1, re2: 99
rs1: 14, re1: 75, rs2: 15, re2: 75
rs1: 14, re1: 83, rs2: 4, re2: 83
rs1: 40, re1: 79, rs2: 79, re2: 79
rs1: 83, re1: 89, rs2: 84, re2: 87
rs1: 3, re1: 38, rs2: 1, re2: 49
rs1: 43, re1: 71, rs2: 6, re2: 72
rs1: 27, re1: 32, rs2: 28, re2: 32
rs1: 17, re1: 82, rs2: 17, re2: 83
rs1: 38, re1: 99, rs2: 70, re2: 98
rs1: 26, re1: 95, rs2: 27, re2: 37
rs1: 58, re1: 65, rs2: 58, re2: 74
rs1: 42, re1: 92, rs2: 25, re2: 92
rs1: 7, re1: 86, rs2: 85, re2: 86
rs1: 73, re1: 76, rs2: 69, re2: 78
rs1: 24, re1: 97, rs2: 20, re2: 99
rs1: 62, re1: 92, rs2: 13, re2: 92
rs1: 25, re1: 86, rs2: 24, re2: 86
rs1: 31, re1: 89, rs2: 8, re2: 89
rs1: 13, re1: 38, rs2: 13, re2: 37
rs1: 96, re1: 96, rs2: 4, re2: 96
rs1: 54, re1: 59, rs2: 2, re2: 60
rs1: 43, re1: 58, rs2: 42, re2: 90
rs1: 49, re1: 53, rs2: 11, re2: 55
rs1: 35, re1: 99, rs2: 36, re2: 98
rs1: 12, re1: 98, rs2: 12, re2: 96
rs1: 23, re1: 49, rs2: 41, re2: 49
rs1: 30, re1: 36, rs2: 30, re2: 37
rs1: 8, re1: 86, rs2: 7, re2: 87
rs1: 2, re1: 80, rs2: 36, re2: 54
rs1: 23, re1: 49, rs2: 23, re2: 57
rs1: 71, re1: 99, rs2: 99, re2: 99
rs1: 17, re1: 88, rs2: 17, re2: 87
rs1: 62, re1: 83, rs2: 61, re2: 94
rs1: 15, re1: 93, rs2: 93, re2: 93
rs1: 8, re1: 40, rs2: 8, re2: 77
rs1: 38, re1: 46, rs2: 38, re2: 38
rs1: 85, re1: 86, rs2: 4, re2: 86
rs1: 1, re1: 99, rs2: 41, re2: 98
rs1: 3, re1: 31, rs2: 2, re2: 93
rs1: 44, re1: 47, rs2: 29, re2: 65
rs1: 42, re1: 42, rs2: 41, re2: 65
rs1: 8, re1: 95, rs2: 37, re2: 95
rs1: 5, re1: 33, rs2: 13, re2: 32
rs1: 19, re1: 95, rs2: 94, re2: 95
rs1: 52, re1: 61, rs2: 45, re2: 61
rs1: 3, re1: 80, rs2: 5, re2: 80
rs1: 3, re1: 97, rs2: 2, re2: 99
rs1: 18, re1: 27, rs2: 18, re2: 27
rs1: 45, re1: 46, rs2: 28, re2: 46
rs1: 15, re1: 54, rs2: 16, re2: 54
rs1: 36, re1: 78, rs2: 35, re2: 78
rs1: 40, re1: 67, rs2: 65, re2: 67
rs1: 18, re1: 76, rs2: 6, re2: 99
rs1: 94, re1: 96, rs2: 95, re2: 95
rs1: 56, re1: 61, rs2: 56, re2: 57
rs1: 83, re1: 86, rs2: 83, re2: 85
rs1: 76, re1: 86, rs2: 28, re2: 87
rs1: 17, re1: 81, rs2: 17, re2: 81
rs1: 34, re1: 65, rs2: 35, re2: 64
rs1: 12, re1: 87, rs2: 86, re2: 87
rs1: 10, re1: 38, rs2: 9, re2: 39
rs1: 18, re1: 70, rs2: 18, re2: 71
rs1: 59, re1: 96, rs2: 59, re2: 95
rs1: 16, re1: 65, rs2: 17, re2: 65
rs1: 5, re1: 95, rs2: 6, re2: 94
rs1: 3, re1: 87, rs2: 9, re2: 86
rs1: 22, re1: 23, rs2: 22, re2: 62
rs1: 48, re1: 89, rs2: 47, re2: 90
rs1: 25, re1: 58, rs2: 25, re2: 59
rs1: 8, re1: 64, rs2: 46, re2: 64
rs1: 65, re1: 65, rs2: 14, re2: 65
rs1: 19, re1: 59, rs2: 19, re2: 19
rs1: 42, re1: 74, rs2: 42, re2: 43
rs1: 47, re1: 70, rs2: 16, re2: 71
rs1: 15, re1: 59, rs2: 15, re2: 58
rs1: 1, re1: 31, rs2: 18, re2: 30
rs1: 55, re1: 56, rs2: 55, re2: 96
rs1: 52, re1: 97, rs2: 53, re2: 96
rs1: 5, re1: 80, rs2: 19, re2: 68
rs1: 15, re1: 69, rs2: 15, re2: 69
rs1: 5, re1: 57, rs2: 6, re2: 56
rs1: 41, re1: 54, rs2: 24, re2: 54
rs1: 50, re1: 80, rs2: 58, re2: 79
rs1: 80, re1: 90, rs2: 80, re2: 96
rs1: 71, re1: 84, rs2: 71, re2: 83
rs1: 21, re1: 96, rs2: 20, re2: 97
rs1: 75, re1: 76, rs2: 62, re2: 76
rs1: 53, re1: 93, rs2: 53, re2: 66
rs1: 21, re1: 97, rs2: 15, re2: 99
rs1: 12, re1: 80, rs2: 8, re2: 86
rs1: 4, re1: 76, rs2: 4, re2: 75
rs1: 56, re1: 56, rs2: 55, re2: 85
rs1: 40, re1: 43, rs2: 40, re2: 70
Part 1
459 ranges overlap.
Part 2
